split,label,label_name,utterance,speaker,sentiment,dialogue_id,utterance_id,season,episode,start_time,end_time
train,2,sadness,Did you ever feel like sometimes you are just so unbelievably uncoordinated?,Monica,negative,546,14,1,21,"00:06:16,626","00:06:20,420"
train,5,surprise,What? You just click when they click.,Rachel,positive,546,15,1,21,"00:06:28,262","00:06:30,430"
train,0,neutral,"Alright people, now everyone grab a partner.",Teacher,neutral,546,16,1,21,"00:06:32,308","00:06:34,810"
train,0,neutral,"Okay. And, my, dead, mother, says, you, are, it. I'm with Rachel.",Phoebe,neutral,546,17,1,21,"00:06:36,646","00:06:41,608"
train,6,disgust,Great. It's gym class all over again.,Monica,negative,546,18,1,21,"00:06:42,026","00:06:44,736"
train,5,surprise,"I'm not crazy, right? I mean, it was never like that.",Rachel,positive,547,0,1,20,"00:04:52,208","00:04:55,544"
train,0,neutral,"Nooo, it wasn't.",Barry,neutral,547,1,1,20,"00:04:56,212","00:04:58,422"
train,1,joy,"Ooh, and it's so nice having this little sink here...",Rachel,positive,547,2,1,20,"00:05:00,800","00:05:04,678"
train,1,joy,"Oh, ain't this nice? It's so quiet, I could just lie here all day.",Chandler,positive,548,0,9,23,"00:27:31,483","00:27:35,736"
train,0,neutral,I know,Monica,neutral,548,1,9,23,"00:27:35,904","00:27:37,738"
train,1,joy,Open your drapes! Open your drapes!,Rachel,positive,548,2,9,23,"0:27:39,491","0:27:41,368"
train,1,joy,I'm so glad we've got adjoining rooms!,Chandler,positive,548,3,9,23,"0:27:41,368","0:27:44,553"
train,1,joy,The sun is out!,Monica,positive,548,4,9,23,"0:27:45,747","0:27:49,339"
train,3,anger,Hey! Remember when I had corneas?,Chandler,negative,548,5,9,23,"0:27:49,339","0:27:50,185"
train,0,neutral,"Ok listen, you go down to the pool and reserve the chairs, and I'll get the magazines and the lotion.",Monica,neutral,548,6,9,23,"00:27:50,293","00:27:56,590"
train,0,neutral,Ladies? Ross's speech is in 45 minutes.,Chandler,neutral,548,7,9,23,"00:27:52,253","00:27:56,590"
train,3,anger,"Walls are pretty thin, guys!",Ross,negative,548,10,9,23,"00:27:59,928","00:28:02,388"
train,1,joy,"Hi uh, I’m Joey Tribbiani and with all do respect I’d like to donate some fluids.",Joey,positive,549,0,6,17,"00:07:01,546","00:07:06,967"
train,0,neutral,"We’re actually at the end of one of our research cycles, so we’re not looking for applicants right now.",Receptionist,neutral,549,1,6,17,"00:07:08,845","00:07:13,473"
train,2,sadness,"Oh that’s too bad. I’ve kinda been saving up. Uh, are you sure there’s no studies I can participate in?",Joey,negative,549,2,6,17,"00:07:13,641","00:07:23,191"
train,0,neutral,"Well, here’s a schedule of what’s coming up.",Receptionist,neutral,549,3,6,17,"00:07:23,401","00:07:25,444"
train,0,neutral,Thanks. Well but this one starts now.,Joey,neutral,549,4,6,17,"00:07:27,697","00:07:29,239"
train,0,neutral,"Oh that one is available now, but only identical twins are eligible. It’s a twins study.",Receptionist,neutral,549,5,6,17,"00:07:29,407","00:07:35,245"
train,5,surprise,"But it’s $2,000.",Joey,positive,549,6,6,17,"00:07:32,577","00:07:35,245"
train,2,sadness,Sorry.,Receptionist,negative,549,7,6,17,"00:07:35,955","00:07:38,248"
train,0,neutral,Well how about this one? Testing the effects of Joey Tribbiani on attractive nurse receptionists.,Joey,neutral,549,8,6,17,"00:07:39,709","00:07:46,673"
train,1,joy,"We already got the results back on that on, and they’re not good.",Receptionist,positive,549,9,6,17,"00:07:47,592","00:07:51,386"
train,0,neutral,Hey! How’s it goin’?,Monica,neutral,550,0,1,18,"00:15:39,063","00:15:41,648"
train,0,neutral,"Well, not much has changed in the last five minutes.",Phoebe,neutral,551,0,6,18,"00:15:41,815","00:15:43,858"
train,1,joy,Yes it has! I made cookies!,Monica,positive,551,1,6,18,"00:15:45,736","00:15:47,278"
train,0,neutral,Oh that’s all right. I’m still full from your homemade potato chips.,Phoebe,neutral,551,2,6,18,"00:15:47,446","00:15:50,448"
train,1,joy,But you should eat them now because they’re hot from the oven.,Monica,positive,551,3,6,18,"00:15:50,616","00:15:54,994"
train,0,neutral,Okay.,Phoebe,neutral,551,4,6,18,"00:15:56,538","00:15:59,040"
train,1,joy,"Oh-ho! But not in here! Can’t eat ‘em in bed, remember? No crumbies!",Monica,positive,551,5,6,18,"00:15:56,538","00:16:01,876"
train,0,neutral,"Okay, I’ll be out in a second.",Phoebe,neutral,551,6,6,18,"00:16:03,379","00:16:05,296"
train,0,neutral,Okay!,Monica,neutral,551,7,6,18,"00:16:05,464","00:16:06,923"
train,0,neutral,What are you doing?,Monica,neutral,551,8,6,18,"0:16:15,057","0:16:15,829"
train,0,neutral,That doesn’t lock does it?,Phoebe,neutral,551,9,6,18,"0:16:15,829","0:16:17,789"
train,6,disgust,"You know, it still smells like monkey in there.",Monica,negative,552,0,2,4,"00:16:05,005","00:16:07,632"
train,0,neutral,That saves us a conversation.,Julie,neutral,552,1,2,4,"00:16:09,677","00:16:12,220"
train,0,neutral,"Well, listen, this has been great but I'm officially wiped.",Chandler,neutral,552,2,2,4,"00:16:14,139","00:16:16,808"
train,0,neutral,"Me too, we should get goin'.",Joey,neutral,552,3,2,4,"0:16:17,059","0:16:18,269"
train,0,neutral,No.,Stephanie,neutral,552,4,2,4,"0:16:18,269","0:16:19,329"
train,0,neutral,"Okay, here comes another camera.",Monica,neutral,553,0,6,10,"00:08:20,666","00:08:21,708"
train,0,neutral,Right. No biggie. Stay loose.,Ross,neutral,553,1,6,10,"00:08:21,959","00:08:25,003"
train,0,neutral,Why do they keep doing that?,Ross,neutral,553,2,6,10,"00:08:34,639","00:08:36,723"
train,0,neutral,"If we wanna get on camera, I think we have to get up on one of those platforms.",Monica,neutral,553,3,6,10,"00:08:36,974","00:08:39,809"
train,0,neutral,They’ve been taping those people up there all day.,Monica,neutral,553,4,6,10,"00:08:40,061","00:08:41,770"
train,0,neutral,Right.,Ross,neutral,553,5,6,10,"00:08:42,021","00:08:43,146"
train,1,joy,"Hey, what’d you guys do to get up on there?",Ross,positive,553,6,6,10,"00:08:48,027","00:08:50,362"
train,1,joy,Oh yeah? Well when you learned how to dance did you forget how to put on underpants?,Monica,positive,553,7,6,10,"00:08:50,613","00:08:58,328"
train,1,joy,Yeah!,Ross,positive,553,8,6,10,"00:08:57,286","00:08:58,328"
train,5,surprise,Hey! You’re a good dancer!,Janine,positive,553,9,6,10,"0:09:02,625","0:09:05,337"
train,5,surprise,Really?,Joey,positive,553,10,6,10,"0:09:05,337","0:09:05,644"
train,0,neutral,"Yeah, well you’d be better if you just loosened your hips a little.",Janine,neutral,553,11,6,10,"00:09:05,836","00:09:08,004"
train,0,neutral,What do you mean?,Joey,neutral,553,12,6,10,"0:09:08,256","0:09:09,216"
train,0,neutral,Like this.,Janine,neutral,553,13,6,10,"0:09:09,216","0:09:10,963"
train,0,neutral,"That’s it, feel the rhythm. That’s better.",Janine,neutral,553,14,6,10,"00:09:12,718","00:09:16,471"
train,0,neutral,Uh-huh.,Joey,neutral,553,15,6,10,"00:09:16,722","00:09:17,973"
train,0,neutral,"Okay, you’re dancing with that girl over there.",Director,neutral,553,16,6,10,"00:09:19,475","00:09:20,892"
train,1,joy,No-no-no-no-no we came together!,Joey,positive,553,17,6,10,"00:09:21,143","00:09:23,645"
train,0,neutral,"I don’t see it. You are dancing with the tall guy over there. Tall guy, raise your hand!",Director,neutral,553,18,6,10,"00:09:24,480","00:09:30,277"
train,2,sadness,"No-no hey buddy, please let me dance with that girl, I really like her and I think I have a shot.",Joey,negative,553,19,6,10,"00:09:31,404","00:09:36,032"
train,3,anger,"Really, y’think so? I don’t..",Director,negative,553,20,6,10,"00:09:36,284","00:09:38,410"
train,3,anger,Why aren’t you home yet?!,Rachel,negative,554,0,6,13,"00:19:47,561","00:19:50,229"
train,3,anger,Is someone there?,Monica,negative,554,1,6,13,"00:19:50,397","00:19:52,315"
train,0,neutral,"Oh yes, it’s me! Sorry!",Rachel,neutral,554,2,6,13,"00:19:53,066","00:19:56,152"
train,0,neutral,What are you doing here?,Chandler,neutral,554,3,6,13,"00:19:56,320","00:19:58,279"
train,0,neutral,"Uh, I’m just, I’m just looking out your window. At-at the view. What are you guys doing?",Rachel,neutral,554,4,6,13,"00:19:59,364","00:20:06,704"
train,0,neutral,We got some,Chandler,neutral,554,5,6,13,"00:20:07,748","00:20:11,000"
train,0,neutral,"Oh, he brought her back to his apartment.",Rachel,neutral,554,6,6,13,"00:20:15,047","00:20:17,840"
train,5,surprise,Who? Is that your sister?,Monica,negative,554,7,6,13,"00:20:18,926","00:20:25,973"
train,0,neutral,"Ugh, she",Rachel,neutral,554,8,6,13,"00:20:26,183","00:20:30,186"
train,6,disgust,"God, Ross is on a date with your sister! How weird is that?!",Monica,negative,554,9,6,13,"00:20:31,104","00:20:34,190"
train,2,sadness,"Oh my God, look-look he’s taking off her clothes!",Rachel,negative,554,10,6,13,"0:20:34,358","0:20:36,486"
train,6,disgust,He’s taking off her coat!,Chandler,negative,554,11,6,13,"0:20:36,486","0:20:37,053"
train,6,disgust,"Oh, this is just terrible.",Rachel,negative,554,12,6,13,"00:20:40,197","00:20:41,948"
train,2,sadness,Ross! Wait!,Elizabeth,negative,555,0,6,24,"00:18:58,512","00:19:00,096"
train,1,joy,"Elizabeth, thank God! I was just thinking about",Ross,positive,555,1,6,24,"00:19:00,264","00:19:03,724"
train,3,anger,You suck!!,Elizabeth,negative,555,2,6,24,"00:19:03,892","00:19:05,935"
train,3,anger,What?!,Ross,negative,555,3,6,24,"00:19:06,103","00:19:07,186"
train,3,anger,"Okay, break-up’s still on!",Ross,negative,555,4,6,24,"00:19:13,235","00:19:17,780"
train,0,neutral,Hey.,Joey,neutral,556,0,8,16,"0:07:31,534","0:07:33,126"
train,0,neutral,Hey.,Ross,neutral,556,1,8,16,"0:07:33,126","0:07:34,415"
train,2,sadness,"Look, I understand if you came by to hit me, I deserve it.",Joey,negative,556,2,8,16,"00:07:35,580","00:07:39,374"
train,0,neutral,"No, I don’t want to hit you.",Ross,neutral,556,3,8,16,"00:07:39,584","00:07:41,877"
train,3,anger,Oh what then? Kick me?,Joey,negative,556,4,8,16,"00:07:42,086","00:07:44,588"
train,0,neutral,No.,Ross,neutral,556,5,8,16,"00:07:44,922","00:07:46,173"
train,5,surprise,What do I do?,Joey,positive,556,6,8,16,"00:09:58,507","00:09:59,891"
train,0,neutral,"Well, the delivery went out to you and I realized they forgot this.",Katie,neutral,557,0,8,21,"00:10:09,192","00:10:12,029"
train,0,neutral,"Ah, must’ve been fairly obvious since it was the only thing left in your store.",Ross,neutral,557,1,8,21,"00:10:12,195","00:10:16,575"
train,0,neutral,"Listen, to be honest, home deliveries are really a part of my job description.",Katie,neutral,557,2,8,21,"00:10:18,201","00:10:24,124"
train,0,neutral,Oh.,Ross,neutral,557,3,8,21,"00:10:24,291","00:10:25,709"
train,4,fear,Oh uh…I actually came here to ask you out.,Katie,negative,557,4,8,21,"00:10:26,668","00:10:31,340"
train,1,joy,"Oh! Wow! Uh, yeah! That sounds great. I’m just gonna put this back in my pocket, pretend",Ross,positive,557,5,8,21,"00:10:31,506","00:10:35,927"
train,1,joy,Sure!,Katie,positive,557,6,8,21,"00:10:45,479","00:10:48,732"
train,3,anger,Horny bitch. No! You’re a horny bitch! Noooo! You’re the horny bitch! No! You’re a horny bitch!,Rachel,negative,557,7,8,21,"00:10:45,479","00:10:59,201"
train,1,joy,Chandler!! You have the best taste in men!,Rachel,positive,558,0,4,10,"00:10:43,726","00:10:47,145"
train,0,neutral,"Well, like father, like son.",Chandler,neutral,558,1,4,10,"00:10:48,314","00:10:50,440"
train,1,joy,Patrick and I had such a great time last night! I mean I think this could maybe turn into something serious.,Rachel,positive,558,2,4,10,"00:10:51,484","00:10:56,095"
train,5,surprise,Really?! I-I thought you weren’t looking for something serious? I thought you were looking for some kind of a fling.,Chandler,positive,558,3,4,10,"00:10:57,365","00:11:01,117"
train,4,fear,"Well, y'know, possibly. You didn’t tell him that, though? Right?",Rachel,negative,558,4,4,10,"00:11:01,369","00:11:09,793"
train,0,neutral,"Ummmmmmmm, no.",Chandler,neutral,558,5,4,10,"00:11:09,960","00:11:12,837"
train,3,anger,You told this guy that I was looking for a fling?! You don’t tell the guy that!,Rachel,negative,558,6,4,10,"00:11:14,048","00:11:20,095"
train,2,sadness,"Oh, between you telling him that I wanted to have a fling and me putting out on the first date—oh, he’s so gonna get the wrong idea.",Rachel,negative,558,8,4,10,"00:11:25,643","00:11:31,940"
train,0,neutral,"Alright, so I'm back in high school, I'm standing in the middle of the cafeteria, and I realize I am totally naked.",Chandler,neutral,559,0,1,1,"00:01:19,037","00:01:25,417"
train,0,neutral,"Oh, yeah. Had that dream.",All,neutral,559,1,1,1,"00:01:25,627","00:01:27,169"
train,5,surprise,"Then I look down, and I realize there's a phone... there.",Chandler,negative,559,2,1,1,"00:01:27,378","00:01:31,465"
train,5,surprise,Instead of...?,Joey,negative,559,3,1,1,"0:01:34,928","0:01:35,600"
train,0,neutral,That's right.,Chandler,neutral,559,4,1,1,"0:01:35,600","0:01:36,892"
train,0,neutral,Never had that dream.,Joey,neutral,559,5,1,1,"0:01:37,055","0:01:37,973"
train,0,neutral,No.,Phoebe,neutral,559,6,1,1,"0:01:37,973","0:01:38,629"
train,0,neutral,"All of a sudden, the phone starts to ring.",Chandler,neutral,559,7,1,1,"00:01:38,723","00:01:42,851"
train,1,joy,Honey! Dinner’s ready!,Monica,positive,560,0,7,16,"00:20:03,994","00:20:05,828"
train,1,joy,What’s my little chef got for me tonight?,Joey,positive,560,1,7,16,"00:20:11,793","00:20:14,253"
train,1,joy,Your favorite!,Monica,positive,560,2,7,16,"00:20:14,421","00:20:16,797"
train,1,joy,"Ho-ho-ho, fried stuff with cheese!",Joey,positive,560,3,7,16,"00:20:16,965","00:20:18,674"
train,1,joy,Yep! And lot’s of it!,Monica,positive,560,4,7,16,"00:20:19,218","00:20:21,969"
train,1,joy,Thanks sweetheart. Give me a little sugar here. Okay.,Joey,positive,560,5,7,16,"00:20:23,472","00:20:27,975"
train,1,joy,"Okay, in we go.",Monica,positive,560,6,7,16,"00:20:30,646","00:20:32,980"
train,1,joy,Here we go! Here we go! Here we go! How you doin’?,Joey,positive,560,7,7,16,"00:20:30,646","00:20:39,111"
train,0,neutral,"Something went wrong with Underdog, and they couldn't get his head to inflate.",Monica,neutral,561,0,1,5,"00:17:40,934","00:17:45,271"
train,1,joy,"So anyway, um, his head is like flopping down Broadway, right, and I'm just thinking... how inappropriate this is.",Monica,positive,561,1,1,5,"00:17:46,607","00:17:54,447"
train,0,neutral,"Um, I've got something in my eye, uh, Joey, could we check it in the light, please?",Monica,neutral,561,2,1,5,"00:17:58,786","00:18:02,789"
train,5,surprise,Oh my god.,Monica,negative,561,3,1,5,"0:18:06,126","0:18:06,968"
train,5,surprise,What?,Joey,negative,561,4,1,5,"0:18:06,968","0:18:07,599"
train,3,anger,Hello! Were we at the same table? It's like... cocktails in Appalachia.,Monica,negative,561,5,1,5,"00:18:07,795","00:18:13,007"
train,0,neutral,"Come on, they're close.",Joey,neutral,561,6,1,5,"0:18:17,513","0:18:18,605"
train,6,disgust,Close? She's got her tongue in his ear.,Monica,negative,561,7,1,5,"0:18:18,605","0:18:21,738"
train,0,neutral,"Oh, like you've never gotten a little rambunctious with Ross.",Joey,neutral,561,8,1,5,"00:18:22,476","00:18:26,479"
train,6,disgust,"Joey, this is sick, it's disgusting, it's, it's—not really true, is it?",Monica,negative,561,9,1,5,"00:18:27,689","00:18:33,903"
train,0,neutral,"Well, who's to say what's true? I mean...",Joey,neutral,561,10,1,5,"00:18:34,154","00:18:39,951"
train,6,disgust,"Oh my god, what were you thinking?",Monica,negative,561,11,1,5,"00:18:36,073","00:18:41,619"
train,0,neutral,"All right, look, I'm not proud of this, ok? Well, maybe I am a little.",Joey,neutral,561,12,1,5,"00:18:37,407","00:18:43,496"
train,5,surprise,Oh!,Monica,negative,561,13,1,5,"0:18:41,829","0:18:42,211"
train,5,surprise,Ow!,Joey,negative,561,14,1,5,"0:18:42,211","0:18:43,558"
train,6,disgust,I'm outta here.,Monica,negative,561,15,1,5,"00:18:43,705","00:18:45,581"
train,0,neutral,"Wait, wait, wait. You want him, I want her. He likes you.",Joey,neutral,561,16,1,5,"00:18:45,791","00:18:52,004"
train,5,surprise,Really?,Monica,positive,561,17,1,5,"00:18:50,129","00:18:52,004"
train,0,neutral,"Yeah. I'm thinking, if we put our heads together, between the two of us, we can break them up.",Joey,neutral,561,18,1,5,"00:18:52,256","00:18:58,261"
train,1,joy,Hello! One marriage please!,Chandler,positive,562,0,5,24,"00:20:36,526","00:20:38,736"
train,1,joy,"Yep, we wanna get married!",Monica,positive,562,1,5,24,"00:20:38,987","00:20:40,404"
train,0,neutral,All right.,Monica,neutral,562,2,5,24,"00:20:43,784","00:20:45,117"
train,1,joy,Dum! Dum-dum-dum! Dum! Dum! Dum! Dum-dum-dum!,Chandler,positive,562,3,5,24,"00:20:47,871","00:20:49,205"
train,0,neutral,What are you doing?,Monica,neutral,562,4,5,24,"00:20:54,002","00:20:55,253"
train,0,neutral,"Oh, that's",Chandler,neutral,562,5,5,24,"00:20:55,504","00:20:58,005"
train,0,neutral,"No, only because that's the graduation song.",Monica,neutral,562,6,5,24,"00:20:58,215","00:21:00,091"
train,1,joy,Okay! This is it! We're gonna get married!,Chandler,positive,562,7,5,24,"00:21:04,763","00:21:09,267"
train,0,neutral,Are you sure you wanna do this?,Monica,neutral,562,8,5,24,"00:21:09,476","00:21:11,060"
train,1,joy,"Well, hello, Mrs. Ross!",Ross,positive,562,9,5,24,"00:21:16,733","00:21:18,985"
train,1,joy,"Well, hello, Mr. Rachel!",Rachel,positive,562,10,5,24,"00:21:19,236","00:21:22,321"
train,0,neutral,Wait! Okay!,Rachel,neutral,562,11,5,24,"00:21:24,491","00:21:26,284"
train,0,neutral,Would you ever be a surrogate for anyone?,Monica,neutral,563,0,4,11,"00:21:31,248","00:21:32,999"
train,0,neutral,It depends on who asked.,Rachel,neutral,563,1,4,11,"00:21:33,458","00:21:34,709"
train,0,neutral,What if I asked?,Monica,neutral,563,2,4,11,"00:21:35,502","00:21:36,627"
train,0,neutral,"Oh, Mon, sure.",Rachel,neutral,563,3,4,11,"00:21:37,296","00:21:39,463"
train,5,surprise,Really?,Monica,positive,563,4,4,11,"00:21:39,673","00:21:41,924"
train,5,surprise,Yes. You’re not asking are you?,Rachel,positive,563,5,4,11,"0:21:45,679","0:21:47,281"
train,0,neutral,No.,Monica,neutral,563,6,4,11,"0:21:47,281","0:21:47,856"
train,1,joy,Yes! Totally!,Rachel,positive,563,7,4,11,"00:21:48,432","00:21:50,182"
train,1,joy,Oh! Thank you! Thank you! Thank you! Yes! Thank you!,Kathy,positive,563,8,4,11,"00:21:54,396","00:22:00,693"
train,1,joy,"You…are…not going to believe it! Joshua came into work today, and guess what happened?",Rachel,positive,564,0,4,15,"00:13:17,463","00:13:21,925"
train,5,surprise,He asked you out?!,Monica,positive,564,1,4,15,"00:13:22,092","00:13:23,551"
train,1,joy,No. But I was showing him some cufflinks and I felt his pulse.,Rachel,positive,564,2,4,15,"00:13:23,719","00:13:27,639"
train,1,joy,Saucy!,Monica,positive,564,3,4,15,"00:13:29,642","00:13:31,518"
train,0,neutral,What are these?,Rachel,neutral,564,4,4,15,"0:13:32,436","0:13:33,398"
train,0,neutral,Electrical plans for the building.,Monica,neutral,564,5,4,15,"0:13:33,398","0:13:36,277"
train,4,fear,"Okay, okay, okay should I be scared?",Rachel,negative,564,6,4,15,"00:13:37,566","00:13:40,109"
train,0,neutral,"I know that switch does something, okay?",Monica,neutral,564,7,4,15,"0:13:40,277","0:13:42,488"
train,0,neutral,So-so I went down to city hall and got these.,Monica,neutral,564,8,4,15,"0:13:42,488","0:13:44,298"
train,2,sadness,All I had to do was pay $25 and wait in line for three hours.,Monica,negative,564,9,4,15,"00:13:44,406","00:13:47,200"
train,5,surprise,Wow! If only more people knew.,Rachel,positive,564,10,4,15,"00:13:48,661","00:13:50,829"
train,0,neutral,Uh-oh-okay. Uh-oh-okay. I know what you all are thinking. But Chandler is in,Janice,neutral,565,0,5,12,"00:10:33,257","00:10:37,177"
train,0,neutral,Yeah! No that's what I was thinking.,Rachel,neutral,565,1,5,12,"00:10:42,391","00:10:44,476"
train,0,neutral,"So I'm asking you please, take a moment before you judge me.",Janice,neutral,565,2,5,12,"00:10:46,520","00:10:50,857"
train,0,neutral,"Oh, nobody's judging you.",Phoebe,neutral,565,3,5,12,"00:10:51,025","00:10:52,359"
train,1,joy,"Oh! Okay! You, Mister Right Place at the Right Time, call me!",Janice,positive,565,4,5,12,"00:10:53,361","00:11:01,701"
train,5,surprise,Oh man!,Ross,negative,566,0,5,14,"0:09:02,166","0:09:03,258"
train,1,joy,I want that place so much!!,Ross,positive,566,1,5,14,"0:09:03,258","0:09:05,260"
train,2,sadness,I was so sure that was gonna work!,Ross,negative,567,0,5,12,"00:09:05,419","00:09:08,129"
train,6,disgust,There's twelve bucks I'll never see again!,Ross,negative,568,0,5,14,"00:09:08,381","00:09:11,466"
train,0,neutral,"All right honey, we'd better go if we wanna catch that movie.",Rachel,neutral,568,1,5,14,"00:09:12,343","00:09:14,761"
train,0,neutral,Bye!,Monica,neutral,568,2,5,14,"0:09:15,596","0:09:16,389"
train,0,neutral,Bye!,All,neutral,568,3,5,14,"0:09:16,389","0:09:17,155"
train,2,sadness,Bye Chandler! I miss you already.,Phoebe,negative,568,4,5,14,"00:09:15,596","00:09:20,225"
train,6,disgust,"Okay, did you see that?! With the inappropriate and the pinching!!",Chandler,negative,568,5,5,14,"00:09:25,439","00:09:28,316"
train,5,surprise,"Actually, I did!",Monica,positive,568,6,5,14,"00:09:28,568","00:09:29,651"
train,0,neutral,"Okay, so now do you believe that she's attracted to me?",Chandler,neutral,568,7,5,14,"00:09:29,902","00:09:32,404"
train,5,surprise,"Ohhh, oh my God! Oh my God! She knows about us!",Monica,negative,568,8,5,14,"00:09:34,448","00:09:37,450"
train,5,surprise,Are you serious?,Chandler,negative,568,9,5,14,"00:09:37,660","00:09:38,702"
train,3,anger,Phoebe knows and she's just trying to freak us out! That's the only explanation for it!,Monica,negative,568,10,5,14,"00:09:38,869","00:09:43,790"
train,3,anger,Okay but what about y'know my pinchable butt and my bulging biceps—She knows!,Chandler,negative,568,11,5,14,"00:09:47,169","00:10:00,015"
train,4,fear,"Ross, umm, you've been in there for a long time. I'm starting to get kinda freaked out.",Elizabeth,negative,569,0,5,11,"00:16:07,925","00:16:13,096"
train,0,neutral,"All right, I'm coming out. Hey, can you turn the lights off.",Ross,neutral,569,1,5,11,"00:16:13,263","00:16:19,894"
train,0,neutral,"No, let's just leave the lights on.",Elizabeth,neutral,569,2,5,11,"00:16:21,981","00:16:25,733"
train,5,surprise,Oh my God!,Elizabeth,negative,569,3,5,11,"00:16:35,786","00:16:37,704"
train,3,anger,"You wanna go right now? 'Cause I'll take you right now, buddy! You wanna go?",Monica,negative,570,0,5,10,"00:13:24,386","00:13:27,514"
train,0,neutral,Oh fine.,Ross,neutral,570,1,5,10,"00:13:28,808","00:13:29,933"
train,1,joy,Ready? Wrestle!,Monica,positive,570,2,5,10,"00:13:32,186","00:13:35,939"
train,0,neutral,"Okay, y'know what uh, actually, that's great. That helps a lot. Thanks.",Rachel,neutral,570,3,5,10,"00:13:40,236","00:13:44,864"
train,0,neutral,"All right now remember, something this big and long is going to be difficult to manuver, fortunately I have a lot of experience in that area.",Joey,neutral,571,0,3,8,"00:20:26,850","00:20:33,814"
train,4,fear,"Can we please focus here, a naked man’s life hangs in the balance!",Ross,negative,571,1,3,8,"00:20:35,192","00:20:39,987"
train,3,anger,I’m telling you he’s dead. What we are about to have here is a dead fat guy on a stick.,Phoebe,negative,571,2,3,8,"00:20:40,239","00:20:45,326"
train,0,neutral,"All right, ladies and gentlemen, let’s poke.",Joey,neutral,571,3,3,8,"00:20:46,245","00:20:49,121"
train,0,neutral,Steady.,Joey,neutral,571,4,3,8,"0:20:49,456","0:20:49,999"
train,0,neutral,Steady.,Joey,neutral,571,5,3,8,"0:20:49,999","0:20:52,295"
train,0,neutral,"Okay, a little higher.",Joey,neutral,571,6,3,8,"00:20:52,417","00:20:54,335"
train,0,neutral,Careful of the angle.,Joey,neutral,571,7,3,8,"00:20:54,628","00:20:56,212"
train,0,neutral,"Okay, okay, we’re approaching the window Thread the needle.",Joey,neutral,571,8,3,8,"00:20:56,380","00:21:05,513"
train,0,neutral,Thread the needle.,Joey,neutral,571,9,3,8,"00:21:03,011","00:21:05,513"
train,1,joy,He’s alive! He’s a-live!!!,Phoebe,positive,571,10,3,8,"00:21:11,186","00:21:13,896"
train,6,disgust,"And yet, we’re still poking him.",Monica,negative,571,11,3,8,"00:21:15,983","00:21:18,401"
train,0,neutral,"Okay, retract the device, retract the device.",Joey,neutral,571,12,3,8,"00:21:18,568","00:21:21,237"
train,3,anger,He does not look happy.,Ross,negative,571,13,3,8,"00:21:21,738","00:21:24,615"
train,5,surprise,"Hey-hey, now he’s showing us his poking device.",Rachel,positive,571,14,3,8,"00:21:24,783","00:21:27,785"
train,3,anger,"Hey, that’s never gonna make it all the way over here, buddy!",Joey,negative,571,15,3,8,"00:21:28,787","00:21:33,332"
train,2,sadness,"Well they have uh, some unusual pet names for each other.",Rachel,negative,572,0,8,23,"00:09:13,249","00:09:16,961"
train,6,disgust,"Including umm, evil bitch and uh, sick bastard.",Rachel,negative,572,1,8,23,"00:09:17,128","00:09:22,425"
train,5,surprise,Oh God oh!,Rachel,negative,572,2,8,23,"0:09:23,884","0:09:28,056"
train,5,surprise,Contraction!,Rachel,negative,572,3,8,23,"0:09:28,056","0:09:28,515"
train,3,anger,Are you looking at her?!,Evil Bitch,negative,572,6,8,23,"0:09:28,723","0:09:29,905"
train,3,anger,No!,Sick Bastard,negative,572,7,8,23,"0:09:29,905","0:09:30,772"
train,3,anger,Don’t you look at her you sick bastard!,Evil Bitch,negative,572,8,8,23,"0:09:30,933","0:09:32,644"
train,4,fear,Honey I swear! I wasn’t looking at her!,Sick Bastard,negative,572,9,8,23,"0:09:32,644","0:09:36,213"
train,3,anger,She’s in labor! You like that you sick son of a bitch!,Evil Bitch,negative,572,10,8,23,"00:09:36,397","00:09:40,067"
train,0,neutral,"Umm. Umm, I’m-I’m just gonna—",Ross,neutral,572,11,8,23,"00:09:44,405","00:09:45,614"
train,3,anger,See? See? It was because you were looking fat pervert!,Evil Bitch,negative,572,12,8,23,"00:09:45,781","00:09:48,993"
train,0,neutral,"No-no, I’m…I’m sure no one was looking. Just want some privacy.",Ross,neutral,572,13,8,23,"00:09:49,785","00:09:53,831"
train,0,neutral,You miss your girlfriend?,Evil Bitch,neutral,572,14,8,23,"00:09:57,793","00:09:59,670"
train,0,neutral,Just ignore them.,Ross,neutral,572,15,8,23,"00:10:00,963","00:10:03,799"
train,0,neutral,Ross.,Rachel,neutral,572,16,8,23,"0:10:11,098","0:10:12,183"
train,4,fear,What? What?,Ross,negative,572,17,8,23,"0:10:12,183","0:10:12,328"
train,0,neutral,He’s looking at me.,Rachel,neutral,572,18,8,23,"00:10:12,433","00:10:16,103"
train,3,anger,Hey! You wanna live to see your baby?!,Ross,negative,572,19,8,23,"00:10:16,270","00:10:21,859"
train,3,anger,Don’t you talk to my husband like that you stupid bastard!,Evil Bitch,negative,572,20,8,23,"00:10:18,439","00:10:21,859"
train,0,neutral,Pat Sajak?,Phoebe,neutral,573,0,6,17,"0:15:41,148","0:15:41,816"
train,1,joy,Yep!,Rachel,positive,573,1,6,17,"0:15:41,816","0:15:43,331"
train,0,neutral,Alex Trebek?,Phoebe,neutral,573,2,6,17,"0:15:43,442","0:15:44,443"
